governance_level,governance_name,scenario,total_agents,active_agents,shadow_agents,duplicate_agents,orphaned_agents,sprawl_index,total_actions,total_completed,total_failed,total_violations,risk_incident_rate,effective_task_completion,governance_cost_ratio,time_to_value_days,delegation_safety_rate,total_delegations,safe_delegations,net_business_value,trial
1,Ad-hoc,adversarial,40,34,10,0,6,0.4,1000,781,219,54,54.0,0.727,0.02,5.0,0.6064,94,57,0.6681,1
1,Ad-hoc,adversarial,40,37,10,0,3,0.325,1000,776,224,64,64.0,0.712,0.02,5.0,0.5714,98,56,0.6533,2
1,Ad-hoc,adversarial,40,36,10,0,4,0.35,1000,772,228,77,77.0,0.695,0.02,5.0,0.6214,103,64,0.6247,3
1,Ad-hoc,adversarial,40,36,10,0,4,0.35,1000,754,246,54,54.0,0.7,0.02,5.0,0.5259,116,61,0.6579,4
1,Ad-hoc,adversarial,40,33,10,0,7,0.425,1000,755,245,69,69.0,0.686,0.02,5.0,0.6139,101,62,0.6219,5
1,Ad-hoc,adversarial,40,34,10,0,6,0.4,1000,746,254,63,63.0,0.683,0.02,5.0,0.5591,93,52,0.6298,6
1,Ad-hoc,adversarial,40,32,10,0,8,0.45,1000,760,240,60,60.0,0.7,0.02,5.0,0.5882,119,70,0.6352,7
1,Ad-hoc,adversarial,40,32,10,0,8,0.45,1000,758,242,61,61.0,0.697,0.02,5.0,0.5741,108,62,0.6302,8
1,Ad-hoc,adversarial,40,32,10,0,8,0.45,1000,777,223,52,52.0,0.725,0.02,5.0,0.52,100,52,0.6485,9
1,Ad-hoc,adversarial,40,38,10,0,2,0.3,1000,751,249,72,72.0,0.679,0.02,5.0,0.6636,107,71,0.6462,10
1,Ad-hoc,adversarial,40,37,10,0,3,0.325,1000,733,267,52,52.0,0.681,0.02,5.0,0.549,102,56,0.6647,11
1,Ad-hoc,adversarial,40,30,10,0,10,0.5,1000,745,255,59,59.0,0.686,0.02,5.0,0.5761,92,53,0.6212,12
1,Ad-hoc,adversarial,40,33,10,0,7,0.425,1000,766,234,62,62.0,0.704,0.02,5.0,0.5773,97,56,0.6358,13
1,Ad-hoc,adversarial,40,31,10,0,9,0.475,1000,785,215,58,58.0,0.727,0.02,5.0,0.6593,91,60,0.653,14
1,Ad-hoc,adversarial,40,35,10,0,5,0.375,1000,768,232,48,48.0,0.72,0.02,5.0,0.598,102,61,0.6817,15
1,Ad-hoc,adversarial,40,39,10,0,1,0.275,1000,768,232,74,74.0,0.694,0.02,5.0,0.6809,94,64,0.6543,16
1,Ad-hoc,adversarial,40,33,10,0,7,0.425,1000,776,224,52,52.0,0.724,0.02,5.0,0.5739,115,66,0.6613,17
1,Ad-hoc,adversarial,40,36,10,0,4,0.35,1000,766,234,61,61.0,0.705,0.02,5.0,0.5909,88,52,0.6551,18
1,Ad-hoc,adversarial,40,32,10,0,8,0.45,1000,758,242,50,50.0,0.708,0.02,5.0,0.5604,91,51,0.6535,19
1,Ad-hoc,adversarial,40,35,10,0,5,0.375,1000,781,219,71,71.0,0.71,0.02,5.0,0.6429,112,72,0.6394,20
1,Ad-hoc,adversarial,40,35,10,0,5,0.375,1000,739,261,74,74.0,0.665,0.02,5.0,0.5849,106,62,0.6112,21
1,Ad-hoc,adversarial,40,31,10,0,9,0.475,1000,755,245,65,65.0,0.69,0.02,5.0,0.5889,90,53,0.6173,22
1,Ad-hoc,adversarial,40,35,10,0,5,0.375,1000,781,219,54,54.0,0.727,0.02,5.0,0.6667,99,66,0.6821,23
1,Ad-hoc,adversarial,40,36,10,0,4,0.35,1000,759,241,58,58.0,0.701,0.02,5.0,0.6019,103,62,0.6616,24
1,Ad-hoc,adversarial,40,36,10,0,4,0.35,1000,770,230,63,63.0,0.707,0.02,5.0,0.5728,103,59,0.649,25
1,Ad-hoc,adversarial,40,38,10,0,2,0.3,1000,772,228,57,57.0,0.715,0.02,5.0,0.6389,108,69,0.6833,26
1,Ad-hoc,adversarial,40,36,10,0,4,0.35,1000,801,199,60,60.0,0.741,0.02,5.0,0.6327,98,62,0.6742,27
1,Ad-hoc,adversarial,40,33,10,0,7,0.425,1000,776,224,65,65.0,0.711,0.02,5.0,0.5789,95,55,0.6321,28
1,Ad-hoc,adversarial,40,35,10,0,5,0.375,1000,768,232,53,53.0,0.715,0.02,5.0,0.5581,86,48,0.6642,29
2,Reactive,adversarial,37,35,7,0,2,0.2432,1000,768,232,38,38.0,0.73,0.06,9.0,0.6346,104,66,0.7305,0
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,753,247,44,44.0,0.709,0.06,9.0,0.5728,103,59,0.6922,1
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,793,207,27,27.0,0.766,0.06,9.0,0.631,84,53,0.752,2
2,Reactive,adversarial,37,34,7,0,3,0.2703,1000,788,212,25,25.0,0.763,0.06,9.0,0.5619,105,59,0.7501,3
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,804,196,38,38.0,0.766,0.06,9.0,0.5294,85,45,0.7148,4
2,Reactive,adversarial,37,32,7,0,5,0.3243,1000,800,200,44,44.0,0.756,0.06,9.0,0.5789,95,55,0.7018,5
2,Reactive,adversarial,37,36,7,0,1,0.2162,1000,783,217,32,32.0,0.751,0.06,9.0,0.6136,88,54,0.7511,6
2,Reactive,adversarial,37,34,7,0,3,0.2703,1000,780,220,40,40.0,0.74,0.06,9.0,0.5769,78,45,0.7155,7
2,Reactive,adversarial,37,34,7,0,3,0.2703,1000,792,208,39,39.0,0.753,0.06,9.0,0.5962,104,62,0.7243,8
2,Reactive,adversarial,37,30,7,0,7,0.3784,1000,789,211,39,39.0,0.75,0.06,9.0,0.5567,97,54,0.6958,9
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,773,227,37,37.0,0.736,0.06,9.0,0.5806,93,54,0.7154,10
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,782,218,39,39.0,0.743,0.06,9.0,0.6556,90,59,0.7248,11
2,Reactive,adversarial,37,32,7,0,5,0.3243,1000,761,239,37,37.0,0.724,0.06,9.0,0.5918,98,58,0.7081,12
2,Reactive,adversarial,37,30,7,0,7,0.3784,1000,768,232,38,38.0,0.73,0.06,9.0,0.6514,109,71,0.706,13
2,Reactive,adversarial,37,34,7,0,3,0.2703,1000,774,226,42,42.0,0.732,0.06,9.0,0.6667,81,54,0.7225,14
2,Reactive,adversarial,37,34,7,0,3,0.2703,1000,772,228,50,50.0,0.722,0.06,9.0,0.6373,102,65,0.6991,15
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,759,241,37,37.0,0.722,0.06,9.0,0.598,102,61,0.7138,16
2,Reactive,adversarial,37,35,7,0,2,0.2432,1000,779,221,50,50.0,0.729,0.06,9.0,0.5761,92,53,0.6975,17
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,766,234,33,33.0,0.733,0.06,9.0,0.5481,104,57,0.7177,18
2,Reactive,adversarial,37,36,7,0,1,0.2162,1000,781,219,44,44.0,0.737,0.06,9.0,0.57,100,57,0.7164,19
2,Reactive,adversarial,37,35,7,0,2,0.2432,1000,764,236,40,40.0,0.724,0.06,9.0,0.5758,99,57,0.7159,20
2,Reactive,adversarial,37,30,7,0,7,0.3784,1000,764,236,36,36.0,0.728,0.06,9.0,0.5914,93,55,0.7004,21
2,Reactive,adversarial,37,35,7,0,2,0.2432,1000,790,210,39,39.0,0.751,0.06,9.0,0.5921,76,45,0.7285,22
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,790,210,41,41.0,0.749,0.06,9.0,0.5758,99,57,0.7106,23
2,Reactive,adversarial,37,32,7,0,5,0.3243,1000,792,208,47,47.0,0.745,0.06,9.0,0.5618,89,50,0.6899,24
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,780,220,22,22.0,0.758,0.06,9.0,0.6283,113,71,0.7592,25
2,Reactive,adversarial,37,32,7,0,5,0.3243,1000,767,233,42,42.0,0.725,0.06,9.0,0.7,90,63,0.7146,26
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,779,221,25,25.0,0.754,0.06,9.0,0.5172,87,45,0.7353,27
2,Reactive,adversarial,37,32,7,0,5,0.3243,1000,777,223,47,47.0,0.73,0.06,9.0,0.5699,93,53,0.6866,28
2,Reactive,adversarial,37,33,7,0,4,0.2973,1000,775,225,60,60.0,0.715,0.06,9.0,0.598,102,61,0.6657,29
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,896,104,14,14.0,0.882,0.12,12.0,0.9406,101,95,0.8854,0
3,Defined,adversarial,33,30,3,0,3,0.1818,1000,885,115,13,13.0,0.872,0.12,12.0,0.8974,78,70,0.8659,1
3,Defined,adversarial,33,33,3,0,0,0.0909,1000,900,100,11,11.0,0.889,0.12,12.0,0.9091,99,90,0.8949,2
3,Defined,adversarial,33,31,3,0,2,0.1515,1000,866,134,14,14.0,0.852,0.12,12.0,0.9407,118,111,0.8704,3
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,863,137,11,11.0,0.852,0.12,12.0,0.9341,91,85,0.8815,4
3,Defined,adversarial,33,31,3,0,2,0.1515,1000,881,119,16,16.0,0.865,0.12,12.0,0.8889,99,88,0.8625,5
3,Defined,adversarial,33,31,3,0,2,0.1515,1000,891,109,8,8.0,0.883,0.12,12.0,0.9515,103,98,0.8933,6
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,887,113,13,13.0,0.874,0.12,12.0,0.8889,99,88,0.8773,7
3,Defined,adversarial,33,30,3,0,3,0.1818,1000,887,113,18,18.0,0.869,0.12,12.0,0.8739,111,97,0.8514,8
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,869,131,17,17.0,0.852,0.12,12.0,0.9273,110,102,0.8684,9
3,Defined,adversarial,33,30,3,0,3,0.1818,1000,895,105,15,15.0,0.88,0.12,12.0,0.8095,105,85,0.8511,10
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,881,119,9,9.0,0.872,0.12,12.0,0.9375,112,105,0.892,11
3,Defined,adversarial,33,30,3,0,3,0.1818,1000,876,124,16,16.0,0.86,0.12,12.0,0.8889,99,88,0.855,12
3,Defined,adversarial,33,33,3,0,0,0.0909,1000,882,118,15,15.0,0.867,0.12,12.0,0.8692,107,93,0.8743,13
3,Defined,adversarial,33,29,3,0,4,0.2121,1000,879,121,9,9.0,0.87,0.12,12.0,0.9684,95,92,0.8778,14
3,Defined,adversarial,33,30,3,0,3,0.1818,1000,871,129,13,13.0,0.858,0.12,12.0,0.9167,96,88,0.8645,15
3,Defined,adversarial,33,31,3,0,2,0.1515,1000,907,93,8,8.0,0.899,0.12,12.0,0.9505,101,96,0.898,16
3,Defined,adversarial,33,33,3,0,0,0.0909,1000,871,129,16,16.0,0.855,0.12,12.0,0.9407,118,111,0.8794,17
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,889,111,18,18.0,0.871,0.12,12.0,0.9041,73,66,0.8687,18
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,869,131,16,16.0,0.853,0.12,12.0,0.8469,98,83,0.8587,19
3,Defined,adversarial,33,33,3,0,0,0.0909,1000,880,120,15,15.0,0.865,0.12,12.0,0.972,107,104,0.8891,20
3,Defined,adversarial,33,29,3,0,4,0.2121,1000,870,130,15,15.0,0.855,0.12,12.0,0.8763,97,85,0.8475,21
3,Defined,adversarial,33,28,3,0,5,0.2424,1000,866,134,11,11.0,0.855,0.12,12.0,0.9333,105,98,0.858,22
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,864,136,10,10.0,0.854,0.12,12.0,0.8879,107,95,0.8771,23
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,888,112,10,10.0,0.878,0.12,12.0,0.9,90,81,0.8862,24
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,891,109,16,16.0,0.875,0.12,12.0,0.9495,99,94,0.8807,25
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,863,137,9,9.0,0.854,0.12,12.0,0.8857,105,93,0.8788,26
3,Defined,adversarial,33,32,3,0,1,0.1212,1000,875,125,14,14.0,0.861,0.12,12.0,0.8947,95,85,0.8723,27
3,Defined,adversarial,33,30,3,0,3,0.1818,1000,865,135,10,10.0,0.855,0.12,12.0,0.9293,99,92,0.8715,28
3,Defined,adversarial,33,30,3,0,3,0.1818,1000,878,122,16,16.0,0.862,0.12,12.0,0.8908,119,106,0.8558,29
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,891,109,1,1.0,0.89,0.18,14.7,0.9663,89,86,0.9265,0
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,909,91,1,1.0,0.908,0.18,14.7,0.9554,112,107,0.9303,1
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,889,111,3,3.0,0.886,0.18,14.7,0.8969,97,87,0.9109,2
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,882,118,4,4.0,0.878,0.18,14.7,0.9352,108,101,0.9122,3
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,892,108,6,6.0,0.886,0.18,14.7,0.9659,88,85,0.9152,4
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,886,114,3,3.0,0.883,0.18,14.7,0.9417,103,97,0.9167,5
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,897,103,6,6.0,0.891,0.18,14.7,0.9348,92,86,0.9121,6
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,890,110,4,4.0,0.886,0.18,14.7,0.9375,80,75,0.915,7
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,893,107,3,3.0,0.89,0.18,14.7,0.9121,91,83,0.9144,8
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,889,111,0,0.0,0.889,0.18,14.7,0.9775,89,87,0.9299,9
4,Managed,adversarial,31,30,1,0,1,0.0645,1000,888,112,2,2.0,0.886,0.18,14.7,0.9894,94,93,0.9203,10
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,886,114,6,6.0,0.88,0.18,14.7,0.9455,110,104,0.9104,11
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,894,106,5,5.0,0.889,0.18,14.7,0.9888,89,88,0.9216,12
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,900,100,2,2.0,0.898,0.18,14.7,0.9405,84,79,0.923,13
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,900,100,1,1.0,0.899,0.18,14.7,0.9355,93,87,0.9246,14
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,895,105,7,7.0,0.888,0.18,14.7,0.9455,110,104,0.9108,15
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,915,85,4,4.0,0.911,0.18,14.7,0.93,100,93,0.9213,16
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,893,107,2,2.0,0.891,0.18,14.7,0.9362,94,88,0.9203,17
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,880,120,3,3.0,0.877,0.18,14.7,0.9903,103,102,0.9222,18
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,894,106,5,5.0,0.889,0.18,14.7,0.9712,104,101,0.9189,19
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,890,110,8,8.0,0.882,0.18,14.7,0.9355,93,87,0.9055,20
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,894,106,2,2.0,0.892,0.18,14.7,0.949,98,93,0.9225,21
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,897,103,3,3.0,0.894,0.18,14.7,0.9293,99,92,0.9181,22
4,Managed,adversarial,31,30,1,0,1,0.0645,1000,883,117,5,5.0,0.878,0.18,14.7,0.951,102,97,0.9061,23
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,896,104,3,3.0,0.893,0.18,14.7,0.93,100,93,0.9179,24
4,Managed,adversarial,31,30,1,0,1,0.0645,1000,891,109,1,1.0,0.89,0.18,14.7,0.9271,96,89,0.9142,25
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,921,79,2,2.0,0.919,0.18,14.7,0.8471,85,72,0.9153,26
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,888,112,3,3.0,0.885,0.18,14.7,0.9504,121,115,0.9186,27
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,894,106,3,3.0,0.891,0.18,14.7,0.954,87,83,0.921,28
4,Managed,adversarial,31,29,1,0,2,0.0968,1000,900,100,1,1.0,0.899,0.18,14.7,0.9375,96,90,0.912,29
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,925,75,2,2.0,0.923,0.16,12.0,1.0,108,108,0.9489,0
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,931,69,1,1.0,0.93,0.16,12.0,1.0,110,110,0.953,1
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,938,62,4,4.0,0.934,0.16,12.0,1.0,98,98,0.9482,2
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,944,56,1,1.0,0.943,0.16,12.0,1.0,104,104,0.9569,3
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,931,69,3,3.0,0.928,0.16,12.0,1.0,120,120,0.9484,4
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,929,71,2,2.0,0.927,0.16,12.0,1.0,92,92,0.9501,5
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,932,68,1,1.0,0.931,0.16,12.0,1.0,120,120,0.9533,6
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,933,67,2,2.0,0.931,0.16,12.0,1.0,104,104,0.9513,7
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,944,56,0,0.0,0.944,0.16,12.0,1.0,98,98,0.9592,8
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,944,56,1,1.0,0.943,0.16,12.0,1.0,90,90,0.9569,9
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,944,56,2,2.0,0.942,0.16,12.0,1.0,102,102,0.9546,10
5,Optimized,adversarial,30,29,0,0,1,0.0333,1000,939,61,3,3.0,0.936,0.16,12.0,1.0,106,106,0.9441,11
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,928,72,0,0.0,0.928,0.16,12.0,1.0,94,94,0.9544,12
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,927,73,6,6.0,0.921,0.16,12.0,1.0,97,97,0.9403,13
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,928,72,1,1.0,0.927,0.16,12.0,1.0,96,96,0.9521,14
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,927,73,3,3.0,0.924,0.16,12.0,1.0,116,116,0.9472,15
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,936,64,5,5.0,0.931,0.16,12.0,1.0,102,102,0.9453,16
5,Optimized,adversarial,30,29,0,0,1,0.0333,1000,939,61,2,2.0,0.937,0.16,12.0,1.0,104,104,0.9464,17
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,939,61,1,1.0,0.938,0.16,12.0,1.0,98,98,0.9554,18
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,948,52,2,2.0,0.946,0.16,12.0,1.0,88,88,0.9558,19
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,930,70,3,3.0,0.927,0.16,12.0,1.0,105,105,0.9481,20
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,931,69,4,4.0,0.927,0.16,12.0,1.0,96,96,0.9461,21
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,927,73,3,3.0,0.924,0.16,12.0,1.0,98,98,0.9472,22
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,937,63,1,1.0,0.936,0.16,12.0,1.0,81,81,0.9548,23
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,927,73,1,1.0,0.926,0.16,12.0,1.0,114,114,0.9518,24
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,931,69,1,1.0,0.93,0.16,12.0,1.0,115,115,0.953,25
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,935,65,3,3.0,0.932,0.16,12.0,1.0,110,110,0.9496,26
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,946,54,0,0.0,0.946,0.16,12.0,1.0,109,109,0.9598,27
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,936,64,1,1.0,0.935,0.16,12.0,1.0,84,84,0.9545,28
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,935,65,1,1.0,0.934,0.16,12.0,1.0,104,104,0.9542,29
1,Ad-hoc,optimization,54,42,14,10,12,0.6667,1500,1132,368,82,54.67,0.7,0.02,5.0,0.6458,144,93,0.6112,0
1,Ad-hoc,optimization,54,44,14,10,10,0.6296,1500,1138,362,111,74.0,0.6847,0.02,5.0,0.6761,142,96,0.5799,1
1,Ad-hoc,optimization,54,50,14,10,4,0.5185,1500,1139,361,78,52.0,0.7073,0.02,5.0,0.5878,131,77,0.6397,2
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1101,399,88,58.67,0.6753,0.02,5.0,0.6289,159,100,0.597,3
1,Ad-hoc,optimization,54,41,14,10,13,0.6852,1500,1150,350,76,50.67,0.716,0.02,5.0,0.5556,171,95,0.6068,4
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1101,399,83,55.33,0.6787,0.02,5.0,0.6821,151,103,0.6126,5
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1111,389,78,52.0,0.6887,0.02,5.0,0.5828,151,88,0.6074,6
1,Ad-hoc,optimization,54,46,14,10,8,0.5926,1500,1134,366,88,58.67,0.6973,0.02,5.0,0.5976,164,98,0.61,7
1,Ad-hoc,optimization,54,42,14,10,12,0.6667,1500,1104,396,76,50.67,0.6853,0.02,5.0,0.5868,167,98,0.606,8
1,Ad-hoc,optimization,54,48,14,10,6,0.5556,1500,1161,339,87,58.0,0.716,0.02,5.0,0.6943,157,109,0.6388,9
1,Ad-hoc,optimization,54,45,14,10,9,0.6111,1500,1118,382,75,50.0,0.6953,0.02,5.0,0.5685,146,83,0.6187,10
1,Ad-hoc,optimization,54,49,14,10,5,0.537,1500,1160,340,98,65.33,0.708,0.02,5.0,0.5401,137,74,0.6023,11
1,Ad-hoc,optimization,54,44,14,10,10,0.6296,1500,1133,367,89,59.33,0.696,0.02,5.0,0.5789,152,88,0.598,12
1,Ad-hoc,optimization,54,41,14,10,13,0.6852,1500,1135,365,81,54.0,0.7027,0.02,5.0,0.6087,138,84,0.6041,13
1,Ad-hoc,optimization,54,44,14,10,10,0.6296,1500,1102,398,84,56.0,0.6787,0.02,5.0,0.5324,139,74,0.5925,14
1,Ad-hoc,optimization,54,48,14,10,6,0.5556,1500,1120,380,80,53.33,0.6933,0.02,5.0,0.5493,142,78,0.6196,15
1,Ad-hoc,optimization,54,46,14,10,8,0.5926,1500,1130,370,76,50.67,0.7027,0.02,5.0,0.6644,146,97,0.6376,16
1,Ad-hoc,optimization,54,44,14,10,10,0.6296,1500,1147,353,70,46.67,0.718,0.02,5.0,0.5068,148,75,0.6192,17
1,Ad-hoc,optimization,54,41,14,10,13,0.6852,1500,1128,372,79,52.67,0.6993,0.02,5.0,0.6383,141,90,0.6102,18
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1111,389,95,63.33,0.6773,0.02,5.0,0.5674,141,80,0.579,19
1,Ad-hoc,optimization,54,47,14,10,7,0.5741,1500,1161,339,77,51.33,0.7227,0.02,5.0,0.578,173,100,0.633,20
1,Ad-hoc,optimization,54,46,14,10,8,0.5926,1500,1148,352,94,62.67,0.7027,0.02,5.0,0.6579,152,100,0.6126,21
1,Ad-hoc,optimization,54,41,14,10,13,0.6852,1500,1137,363,114,76.0,0.682,0.02,5.0,0.5687,160,91,0.5479,22
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1149,351,82,54.67,0.7113,0.02,5.0,0.6065,155,94,0.6124,23
1,Ad-hoc,optimization,54,42,14,10,12,0.6667,1500,1158,342,100,66.67,0.7053,0.02,5.0,0.6029,136,82,0.5824,24
1,Ad-hoc,optimization,54,45,14,10,9,0.6111,1500,1139,361,99,66.0,0.6933,0.02,5.0,0.551,147,81,0.5834,25
1,Ad-hoc,optimization,54,46,14,10,8,0.5926,1500,1126,374,74,49.33,0.7013,0.02,5.0,0.6026,151,91,0.6306,26
1,Ad-hoc,optimization,54,48,14,10,6,0.5556,1500,1138,362,86,57.33,0.7013,0.02,5.0,0.6184,152,94,0.6244,27
1,Ad-hoc,optimization,54,42,14,10,12,0.6667,1500,1144,356,97,64.67,0.698,0.02,5.0,0.6338,142,90,0.5888,28
1,Ad-hoc,optimization,54,49,14,10,5,0.537,1500,1111,389,83,55.33,0.6853,0.02,5.0,0.5687,160,91,0.6198,29
2,Reactive,optimization,50,41,10,8,9,0.54,1500,1145,355,61,40.67,0.7227,0.06,9.0,0.6303,165,104,0.663,0
2,Reactive,optimization,50,44,10,7,6,0.46,1500,1152,348,58,38.67,0.7293,0.06,9.0,0.6014,148,89,0.6807,1
2,Reactive,optimization,50,47,10,9,3,0.44,1500,1122,378,51,34.0,0.714,0.06,9.0,0.5247,162,85,0.6779,2
2,Reactive,optimization,50,46,10,8,4,0.44,1500,1123,377,58,38.67,0.71,0.06,9.0,0.6242,157,98,0.6823,3
2,Reactive,optimization,50,45,10,6,5,0.42,1500,1155,345,72,48.0,0.722,0.06,9.0,0.6424,151,97,0.674,4
2,Reactive,optimization,50,50,10,7,0,0.34,1500,1140,360,59,39.33,0.7207,0.06,9.0,0.6284,148,93,0.7048,5
2,Reactive,optimization,50,45,10,6,5,0.42,1500,1125,375,64,42.67,0.7073,0.06,9.0,0.6013,158,95,0.6741,6
2,Reactive,optimization,50,47,10,7,3,0.4,1500,1144,356,48,32.0,0.7307,0.06,9.0,0.6043,139,84,0.7068,7
2,Reactive,optimization,50,46,10,7,4,0.42,1500,1167,333,81,54.0,0.724,0.06,9.0,0.5964,166,99,0.6557,8
2,Reactive,optimization,50,48,10,8,2,0.4,1500,1148,352,66,44.0,0.7213,0.06,9.0,0.5839,137,80,0.677,9
2,Reactive,optimization,50,44,10,7,6,0.46,1500,1171,329,69,46.0,0.7347,0.06,9.0,0.66,150,99,0.6764,10
2,Reactive,optimization,50,45,10,5,5,0.4,1500,1162,338,63,42.0,0.7327,0.06,9.0,0.5308,130,69,0.6764,11
2,Reactive,optimization,50,46,10,7,4,0.42,1500,1146,354,69,46.0,0.718,0.06,9.0,0.5686,153,87,0.6657,12
2,Reactive,optimization,50,42,10,7,8,0.5,1500,1148,352,63,42.0,0.7233,0.06,9.0,0.6159,151,93,0.6664,13
2,Reactive,optimization,50,45,10,7,5,0.44,1500,1143,357,52,34.67,0.7273,0.06,9.0,0.6901,142,98,0.7054,14
2,Reactive,optimization,50,41,10,8,9,0.54,1500,1167,333,59,39.33,0.7387,0.06,9.0,0.5921,152,90,0.6647,15
2,Reactive,optimization,50,44,10,7,6,0.46,1500,1164,336,52,34.67,0.7413,0.06,9.0,0.5817,153,89,0.6893,16
2,Reactive,optimization,50,48,10,7,2,0.38,1500,1160,340,52,34.67,0.7387,0.06,9.0,0.5615,130,73,0.7015,17
2,Reactive,optimization,50,48,10,8,2,0.4,1500,1146,354,55,36.67,0.7273,0.06,9.0,0.5845,142,83,0.6935,18
2,Reactive,optimization,50,41,10,9,9,0.56,1500,1118,382,68,45.33,0.7,0.06,9.0,0.5,148,74,0.6233,19
2,Reactive,optimization,50,48,10,6,2,0.36,1500,1121,379,59,39.33,0.708,0.06,9.0,0.5988,162,97,0.6925,20
2,Reactive,optimization,50,46,10,8,4,0.44,1500,1154,346,63,42.0,0.7273,0.06,9.0,0.6478,159,103,0.6844,21
2,Reactive,optimization,50,42,10,8,8,0.52,1500,1125,375,69,46.0,0.704,0.06,9.0,0.5735,136,78,0.6422,22
2,Reactive,optimization,50,46,10,6,4,0.4,1500,1135,365,70,46.67,0.71,0.06,9.0,0.6434,143,92,0.6772,23
